"PRCP","SNOW","SNWD","TMAX","TMIN"
0.32,0,0,75,55
0.27,0,0,56,47
0.2,0,0,60,48
0,0,0,58,45
0,0,0,65,46
0.07,0,0,65,49
0.26,0,0,63,49
0.02,0,0,54,48
0.01,0,0,52,46
0,0,0,59,41
0.25,0,0,65,40
0.06,0,0,56,45
0.42,0,0,49,43
0.43,0,0,43,32
0,0,0,49,29
0,0,0,41,32
0,0,0,51,28
0,0,0,53,30
0.01,0,0,60,39
0,0,0,66,32
0,0,0,64,41
0,0,0,50,29
0,0,0,51,25
0,0,0,61,27
0,0,0,66,30
0,0,0,67,44
0,0,0,71,36
0.02,0,0,59,42
0.23,0,0,42,35
0,0,0,56,37
0,0,0,64,43
0.94,0,0,63,55
0.01,0,0,61,42
0.05,0,0,58,39
0,0,0,44,33
0.03,0.6,0,43,32
0,0,0,60,38
0,0,0,63,38
0,0,0,42,26
0.73,0,0,39,23
0.6,0,0,42,35
0,0,0,52,30
0,0,0,64,29
0,0,0,61,40
0.03,0,0,64,45
0.15,0,0,62,45
0.42,0,0,66,47
0.14,0,0,56,31
0,0,0,47,26
0.04,0,0,41,27
0,0,0,45,25
0,0,0,58,37
0.19,0,0,55,47
0.17,0,0,48,38
0.06,0,0,39,34
0.04,0.1,0,41,32
0,0,0,41,33
0,0,0,37,25
0,0,0,40,22
0,0,0,48,24
0,0,0,44,22
0,0,0,52,31
0.37,0,0,57,45
0.09,0,0,50,37
0.08,1,0,37,14
0,0,0,32,10
0.08,0,0,49,30
0,0,0,41,26
0.43,0,0,54,32
0.13,0,0,47,41
0.33,0.5,0,41,23
0,0,0,26,18
0,0,0,43,21
0.05,0,0,39,28
0.26,0,0,44,28
0.09,3.5,0,41,20
0.01,1,4,29,18
0.04,0.5,2,39,25
0.02,0,0,45,35
0.08,0,0,52,38
0.06,2,0,41,23
0.08,3.1,4,23,10
0.01,0.2,4,30,8
0.01,0.4,3,34,28
0,0,2,51,29
0,0,0,53,35
0,0,0,39,23
0,0,0,45,24
0,0,0,43,36
0.05,0,0,49,25
0.67,0,0,43,36
0.82,8,1,44,23
0.04,4.1,9,27,3
0,0,9,15,-5
0.05,0.2,5,38,-1
0.41,0.2,5,50,35
0,0.3,0,38,16
0.02,0.4,0,31,12
0,0.3,1,25,17
0.17,1.2,1,26,11
0,0,1,34,5
0.01,0,1,51,33
0.03,0,0,50,34
0,0.1,0,35,31
0.16,0.2,0,35,30
0.96,0,0,45,35
0.01,0,0,44,32
0.03,0.7,0,40,30
0.21,3.2,3,33,25
0,0,3,56,28
0.17,0,0,56,39
0,0,0,39,24
0,0,0,37,22
0.01,0,0,39,21
0,0,0,37,20
0,0,0,53,31
0,0,0,41,22
0,0,0,34,18
0,0,0,44,24
0.01,0.5,0,38,20
0.01,0.7,1,30,13
0.08,3.3,1,25,13
0,0,3,38,25
0,0,0,40,29
0,0,0,40,27
0.28,0,0,42,26
0.04,0.4,0,45,31
0.08,0.3,0,42,24
0.02,0.5,0,34,26
0,0,0,36,21
0,0,0,43,19
0.06,0,0,52,37
0.11,0.1,0,46,29
0.15,0,0,42,30
0.15,4.3,1,37,25
0,0,4,32,16
0,0,1,50,23
0,0,0,37,28
0.24,1.5,0,34,28
0.41,0.7,1,38,33
0.16,0,1,49,32
0,0,0,53,36
0.07,1,0,37,21
0.03,1.3,2,23,13
0,0,0,45,17
0,0,0,68,33
0.4,0.2,0,62,33
0.11,2.7,1,37,25
0.02,1.3,2,32,22
0,0,0,66,24
0,0,0,68,32
0.01,0,0,68,48
0,0,0,60,38
0,0,0,64,36
0.49,0,0,62,45
0,0,0,68,46
0,0,0,80,41
0,0,0,79,53
0,0,0,79,51
0,0,0,81,49
0,0,0,78,51
0,0,0,71,52
0.07,0,0,58,47
0.04,0,0,52,44
0,0,0,51,28
0,0,0,44,20
0.1,0,0,66,39
0.05,0,0,42,37
0,0,0,47,28
0,0,0,44,36
0.14,0,0,42,37
0,0,0,51,30
0,0,0,53,27
0,0,0,56,31
0,0,0,45,32
0,0,0,49,27
0,0,0,54,29
0.01,0,0,59,32
0,0,0,53,41
0.04,0,0,52,37
0.04,0,0,50,36
0,0,0,55,37
0,0,0,61,33
0.02,0,0,69,33
0.02,0,0,66,54
0,0,0,90,52
0,0,0,62,37
0,0,0,57,31
0,0,0,75,33
0,0,0,81,48
0.49,0,0,66,40
0.3,0,0,47,38
0.78,0,0,44,34
0.03,0,0,51,37
0.01,0,0,50,33
0.22,0,0,60,30
0,0,0,43,33
0,0,0,50,26
0,0,0,53,29
0.14,0,0,60,31
0.31,0,0,57,50
0,0,0,74,50
0.54,0,0,77,53
0.09,0,0,75,58
0,0,0,67,49
0,0,0,71,41
0.51,0,0,71,47
1.09,0,0,64,55
0.02,0,0,69,53
0.01,0,0,55,43
0,0,0,65,41
0,0,0,80,46
0,0,0,74,55
0,0,0,70,58
0.05,0,0,76,58
0,0,0,78,46
0,0,0,63,41
0,0,0,74,39
0,0,0,84,48
0,0,0,88,51
0.03,0,0,83,56
0,0,0,79,62
0,0,0,81,62
0,0,0,83,60
0.01,0,0,86,66
0,0,0,84,62
0,0,0,85,55
0.06,0,0,91,60
0.43,0,0,93,68
0,0,0,77,57
0,0,0,69,51
0.28,0,0,66,49
0.13,0,0,68,50
0.16,0,0,67,50
0.33,0,0,63,50
0,0,0,71,46
0.01,0,0,74,48
0,0,0,76,49
0,0,0,80,53
0.2,0,0,70,60
0.02,0,0,86,63
0,0,0,90,64
0.48,0,0,74,63
0,0,0,71,54
0,0,0,78,50
0,0,0,82,53
0,0,0,85,58
0,0,0,84,62
0.01,0,0,77,65
0.28,0,0,87,65
0,0,0,95,72
0,0,0,95,73
0,0,0,83,67
0,0,0,80,61
0.07,0,0,84,58
0,0,0,70,57
0,0,0,74,57
0,0,0,79,58
0,0,0,88,59
0.31,0,0,90,68
0,0,0,92,64
0,0,0,86,66
0,0,0,85,64
0.08,0,0,90,62
0,0,0,94,73
0,0,0,83,64
0,0,0,95,60
0.14,0,0,82,67
0,0,0,86,62
0,0,0,83,60
0,0,0,85,59
0,0,0,88,57
0,0,0,94,61
0,0,0,93,63
0,0,0,94,70
0.15,0,0,85,69
0,0,0,88,69
0,0,0,101,76
0,0,0,87,65
0,0,0,83,60
0,0,0,79,62
0,0,0,85,64
0,0,0,90,66
0.26,0,0,96,73
0,0,0,86,62
0,0,0,83,57
0.53,0,0,89,66
0.24,0,0,84,68
0.37,0,0,83,65
0,0,0,88,65
0.05,0,0,90,59
0.02,0,0,90,67
0,0,0,86,64
0,0,0,89,65
0,0,0,92,70
0,0,0,97,69
0.1,0,0,91,71
0,0,0,79,61
0,0,0,87,56
0,0,0,92,60
0.53,0,0,89,66
0.21,0,0,81,67
0,0,0,87,68
0.09,0,0,82,63
0,0,0,83,65
0.49,0,0,82,65
0.11,0,0,81,64
0,0,0,83,61
0,0,0,77,66
0,0,0,74,53
0,0,0,79,51
0,0,0,78,53
0,0,0,79,55
0,0,0,85,52
0,0,0,86,57
0,0,0,89,59
0,0,0,90,61
0,0,0,90,63
0.37,0,0,86,69
0.37,0,0,82,60
0,0,0,75,54
0,0,0,83,51
0,0,0,93,61
0,0,0,85,61
0,0,0,85,57
0,0,0,83,59
0.12,0,0,84,65
0,0,0,82,66
0.25,0,0,86,64
0,0,0,86,62
0.08,0,0,78,54
0,0,0,71,55
0,0,0,68,49
0,0,0,76,45
0,0,0,85,49
0,0,0,87,54
0.64,0,0,87,58
0,0,0,69,54
0,0,0,70,48
0,0,0,81,49
0.82,0,0,77,55
0.01,0,0,61,45
0,0,0,72,40
0.01,0,0,74,60
0.45,0,0,70,52
0.01,0,0,64,43
0,0,0,64,39
0.04,0,0,74,46
0.12,0,0,71,57
0,0,0,67,47
0.24,0,0,57,47
0,0,0,66,51
0.32,0,0,56,51
0,0,0,69,53
0,0,0,67,52
0.17,0,0,68,59
0,0,0,74,59
0.02,0,0,76,53
0.49,0,0,61,46
0.21,0,0,55,45
0.01,0,0,57,39
0,0,0,62,34
0.01,0,0,61,44
0.05,0,0,55,41
0.37,0,0,55,32
0.22,0,0,53,29
0.56,0,0,74,45
0.01,0,0,68,46
0.02,0,0,52,39
0,0,0,67,36
0,0,0,69,44
0.84,0,0,66,51
0,0,0,60,47
0,0,0,63,49
0,0,0,65,45
0.31,0,0,54,44
0.04,0,0,54,51
0.01,0,0,76,51
0,0,0,74,54
0,0,0,64,51
0.03,0,0,51,46
0.53,0,0,60,46
0.06,0,0,62,45
0.03,0,0,48,43
0.22,0,0,46,43
0.16,0,0,43,38
0,0,0,44,37
0,0,0,44,36
0,0,0,41,33
0,0,0,43,26
0,0,0,42,24
0,0,0,43,28
0,0,0,47,28
0.01,0,0,53,43
0.03,0,0,73,49
0.47,0,0,68,44
0.18,0,0,44,37
0,0,0,46,28
0,0,0,46,25
0,0,0,49,24
0,0,0,50,26
0,0,0,49,24
0,0,0,52,27
0,0,0,48,29
0,0,0,55,28
0,0,0,61,27
0.02,0,0,56,31
0.06,0.5,0,38,32
0.1,0.9,1,36,30
0.15,0.9,0,37,33
0,0,0,40,30
0,0.1,0,37,30
0,0.3,0,47,32
0.01,0.1,0,35,25
0,0,0,44,25
0.27,0,0,54,43
0,0,0,52,38
0.42,0,0,70,41
0.15,0.1,0,50,30
0,0,0,36,26
0.05,0,0,43,33
0.09,0,0,49,34
0.17,0,0,43,35
1.08,0,0,57,39
0.01,0.1,0,39,27
0,0,0,42,27
0,0,0,46,32
0,0,0,46,25
0,0,0,43,32
0.09,0,0,48,33
0.55,0,0,47,36
0.78,0,0,45,39
0,0,0,44,30
0.02,0,0,41,24
0.82,0.3,0,39,33
0.34,7.6,4,34,27
0.23,3.4,9,36,30
0.02,0.2,7,37,27
0.17,1.8,7,29,12
0.52,4.6,6,29,10
1.45,8.1,15,29,19
0,0,15,29,25
0.3,4.7,18,30,21
0.04,1.5,19,26,18
0,0,16,36,26
0.02,0.8,15,35,17
0.02,1.5,15,25,8
0.02,1.6,14,30,0
0,0,15,35,28
0,0,11,34,28
0.03,0.2,11,39,29
0.01,0,9,36,16
0,0,9,40,12
0,0,8,48,15
0,0,4,41,27
0.19,0,4,43,27
0,0,2,50,36
0,0,1,60,37
0,0,0,55,32
0,0,0,35,29
0.02,0.2,0,36,28
0,0.2,0,37,20
0.06,1.3,0,30,14
0,0,0,50,30
0,0,0,48,21
0.07,2.4,0,23,17
0.05,1.1,2,17,8
0.03,0.5,2,8,-4
0,0.1,2,13,-7
0.02,0.3,2,16,4
0.01,0.3,2,19,-2
0,0.2,2,24,7
0.29,0.9,2,32,19
0.3,0,3,47,32
0.26,0,0,63,40
0.31,0,0,57,24
0.3,10.1,1,25,19
0.1,1.8,9,21,12
0,0.1,7,27,1
0.11,2.8,6,21,11
0,0.4,7,24,5
0,0.6,6,28,9
0,0,5,28,5
0.52,6.2,5,30,23
0.08,2.4,10,23,7
0,0,10,33,5
0.1,0,9,47,27
0,1.1,6,37,32
0,0,4,40,23
0.03,0,3,40,24
0,0,3,40,27
0.02,0.5,2,30,18
0.03,1.6,2,19,12
0.01,0.3,4,28,12
0.12,0,3,42,20
0,0.4,1,29,22
0.04,4.8,4,22,14
0,0,3,37,15
0.09,0.3,1,37,34
0.09,1.4,1,34,29
0,0.1,2,38,24
0.11,0,1,44,19
0.9,1.5,2,39,33
0.06,0,0,40,34
0,0.7,0,34,28
0.01,0.5,1,28,23
0.02,0.7,1,26,20
0.01,0.5,1,30,24
0,0,0,34,21
0,0,0,44,23
0.03,0.3,0,40,29
0.09,0.9,1,38,27
0,0,0,48,24
0,0,0,60,27
0,0,0,56,45
0.35,0,0,56,35
0.04,1.2,0,43,27
0,1.1,0,30,19
0.04,0.3,0,37,24
0,0,0,31,20
0.01,0.5,1,34,18
0.31,3.5,0,36,14
0.46,3.1,5,42,27
0,0,5,34,24
0,0.1,4,32,21
0.13,4.2,6,32,26
0.18,2.6,8,37,29
0,0,6,40,27
0,0,4,45,28
0,0,2,44,32
0,0,0,47,31
0,0,0,48,34
0,0,0,46,34
0,0,0,53,32
0.34,0,0,57,30
0.19,0.8,0,45,28
0.25,10.5,7.1,32,24
0,0.7,7.9,35,27
0,0,3.1,55,27
0,0,0,46,32
0,0,0,45,25
0,0,0,67,39
0,0,0,57,40
0.5,0,0,67,45
0.61,0,0,52,42
0.15,0,0,42,34
0.83,0,0,42,33
0.02,0,0,50,39
0.01,0,0,49,32
0,0,0,70,30
0.25,0,0,64,44
0,0,0,57,35
0.05,0,0,72,38
0.39,0,0,75,43
0,0,0,48,31
0,0,0,47,28
0,0,0,60,29
0,0,0,63,34
0.04,0,0,72,42
0.01,0,0,56,39
0.05,0,0,55,37
0,0,0,65,32
0.05,0,0,75,39
0.19,0,0,59,50
0,0,0,70,53
0,0,0,77,47
0,0,0,80,48
0,0,0,75,50
0,0,0,75,45
0,0,0,77,47
0,0,0,78,44
0,0,0,80,51
0.16,0,0,69,53
0,0,0,72,52
0.31,0,0,74,51
0.16,0,0,64,49
0.03,0,0,56,37
0.01,0,0,51,38
0,0,0,57,34
0.19,0,0,79,37
0,0,0,75,49
0,0,0,66,41
0,0,0,72,41
0,0,0,69,54
0,0,0,82,55
0.7,0,0,86,62
0.01,0,0,86,63
0.3,0,0,78,50
0.61,0,0,50,42
0,0,0,57,43
0,0,0,62,44
0,0,0,69,47
0.3,0,0,65,43
1.13,0,0,83,59
0,0,0,87,61
0,0,0,91,64
0,0,0,90,65
0.04,0,0,84,60
0,0,0,65,49
0,0,0,67,47
0,0,0,72,49
2.55,0,0,63,54
0.06,0,0,62,56
0.06,0,0,65,56
0,0,0,76,53
0.53,0,0,68,56
0.17,0,0,68,58
0,0,0,74,55
1.23,0,0,61,56
0,0,0,73,53
0,0,0,76,51
0.18,0,0,73,58
0.03,0,0,80,61
0.02,0,0,72,54
0,0,0,69,47
0,0,0,79,46
0,0,0,83,52
0,0,0,87,62
0.02,0,0,91,71
0,0,0,91,68
0.22,0,0,84,67
0.37,0,0,85,68
0.49,0,0,84,65
0.7,0,0,77,63
0.13,0,0,78,63
0,0,0,83,64
0.32,0,0,74,66
0.02,0,0,84,67
0.19,0,0,89,69
0,0,0,86,72
0.2,0,0,90,70
0.01,0,0,86,72
0.05,0,0,89,72
0.02,0,0,84,69
0.08,0,0,87,69
0.21,0,0,87,71
0,0,0,79,64
0,0,0,81,62
0,0,0,81,64
0,0,0,91,67
0,0,0,90,72
0,0,0,92,71
0,0,0,94,69
0,0,0,93,75
0.09,0,0,95,71
0.27,0,0,80,66
0,0,0,80,62
0.06,0,0,84,62
0.28,0,0,85,68
0.01,0,0,71,54
0,0,0,77,50
0,0,0,80,53
0.46,0,0,83,56
0.94,0,0,75,61
0.01,0,0,75,56
0,0,0,76,60
0,0,0,81,57
0.28,0,0,79,62
0.02,0,0,77,62
0.04,0,0,77,62
0,0,0,73,61
0,0,0,76,52
0,0,0,80,51
0,0,0,79,66
0.14,0,0,88,70
0.12,0,0,79,66
0,0,0,73,57
0,0,0,77,52
0,0,0,81,58
0.69,0,0,79,57
0,0,0,70,56
0,0,0,76,54
0,0,0,77,53
0,0,0,81,53
0,0,0,80,58
0,0,0,83,59
0,0,0,85,58
0,0,0,87,61
0.39,0,0,88,64
0,0,0,76,58
0,0,0,78,52
0.01,0,0,83,54
0.5,0,0,78,67
0,0,0,84,66
0,0,0,88,66
0,0,0,86,64
0.19,0,0,87,62
0.2,0,0,84,70
0.82,0,0,84,67
0.32,0,0,85,65
0,0,0,72,63
0,0,0,80,59
0,0,0,70,49
0,0,0,70,44
0.39,0,0,71,52
0.09,0,0,66,48
0,0,0,75,44
0.38,0,0,89,67
0.17,0,0,94,72
0.25,0,0,80,63
0.02,0,0,64,50
0.02,0,0,61,46
0.01,0,0,69,44
0.05,0,0,57,41
0,0,0,64,37
0,0,0,74,41
0,0,0,78,46
0,0,0,81,50
0.67,0,0,72,58
0.01,0,0,59,48
0,0,0,58,44
0,0,0,63,41
0,0,0,71,41
0,0,0,71,44
0,0,0,70,43
0,0,0,73,45
0,0,0,73,47
0,0,0,77,47
0,0,0,76,54
0,0,0,77,54
0,0,0,73,47
0.17,0,0,66,56
0.01,0,0,66,60
0.86,0,0,72,56
0.9,0,0,76,52
0,0,0,64,44
0,0,0,66,39
0,0,0,64,40
0,0,0,68,44
0,0,0,74,39
0,0,0,71,50
0.15,0,0,65,49
0,0,0,67,47
0.17,0,0,67,59
0.56,0,0,65,49
0.03,0,0,60,47
0.11,0,0,66,47
0,0,0,57,44
0,0,0,66,45
0.08,0,0,59,42
0.07,0,0,51,37
0.14,0,0,51,37
0.11,0,0,49,38
0.01,0,0,48,42
0.01,0,0,49,39
0,0,0,52,28
0,0,0,46,24
0.02,0,0,55,36
0.51,0,0,63,39
0.32,0,0,69,50
0.05,0,0,56,37
0,0,0,40,26
0,0,0,43,22
0,0,0,58,33
0,0,0,64,48
0.55,0,0,63,37
0.27,0.2,0,45,33
0.02,0,0,49,36
0.27,0,0,50,38
0.05,0,0,46,33
0,0.2,0,34,27
0,0,0,38,21
0,0,0,51,27
0,0,0,56,37
0,0,0,62,34
0.04,0,0,62,47
0.13,0,0,62,38
0.05,0.1,0,38,27
0,0,0,39,20
0.01,0,0,48,23
0.22,0,0,48,37
0.16,4.5,0,40,19
0.07,2.2,5.9,25,17
0.03,1.5,5.1,34,17
0.59,0.7,3.1,36,31
0.92,0.3,2,36,25
0.07,3.7,3.1,28,19
0.02,0.9,3.9,28,12
0,0,3.1,33,7
0.02,0.2,3.1,38,31
0,0,1.2,39,33
0,0,0,42,27
0.02,0,0,46,25
0.04,0,0,59,36
0.36,0.2,0,41,31
0,0.6,0,33,27
0.01,0.2,0,32,23
0.05,0.3,0,45,27
0,0,0,36,22
0.02,0.5,0,28,19
0.06,1.6,2,22,7
0.07,2.7,1.2,24,11
0.26,4.1,2,15,8
0.14,1.6,5.9,26,15
0.12,5.4,7.9,21,2
0.17,2.5,7.9,18,-3
0.01,0.6,9.1,32,12
0,0,7.9,41,28
0.09,0,5.1,50,34
0.63,0,1.2,56,33
0.11,0,0,45,33
0.12,0.4,0,41,27
0.05,3.4,1.2,27,14
0,0.3,3.1,22,-2
0.12,2.3,3.9,33,22
0,0.1,3.1,32,21
0,0,2,42,19
0.4,0,2,43,27
0,1.4,1.2,38,14
0.02,0.6,1.2,25,13
0.01,0.5,1.2,20,13
0.51,7.7,3.9,13,-2
0.02,0.3,7.1,7,-8
0,0,7.1,32,-4
0.16,0,5.9,46,19
0.17,0.1,2,50,7
0,0,0,8,0
0,0,0,21,7
0,0.1,0,25,16
0.1,1.4,1.2,39,18
0.22,0,0,55,35
0,0,0,41,28
0.07,0,0,51,25
0.28,0,0,46,30
0.01,0,0,42,28
0,0,0,36,25
0,0,0,42,26
0.28,4.8,0,30,20
0.03,1.3,5.1,31,17
0.07,1.5,3.9,32,8
0,0,5.1,8,-9
0,0,3.9,5,-12
0.06,1.5,3.9,14,-3
0.02,0.7,5.1,19,0
0.03,1.4,5.1,28,14
0.14,2.6,7.9,27,5
0.02,1.4,7.1,38,7
0,0,7.1,11,-4
0,0,7.1,17,-3
0,0,5.9,29,5
0,0,5.1,35,26
0.17,0.3,5.1,43,20
0.01,0,3.9,43,28
0,0,3.1,28,20
0,0,3.1,28,20
0.91,10,5.9,26,13
0,0,9.8,20,1
0,0,9.1,20,4
0,0,9.1,18,0
0.11,2.1,9.1,21,13
0.06,2.6,11.8,22,13
0.07,2.1,11.8,18,7
0,0,11.8,23,-5
0.25,4.1,11,26,12
0.39,5.4,18.1,32,19
0.02,0.9,16.9,29,19
0.08,3.8,18.1,19,8
0,0,20.1,22,-8
0,0.1,16.9,34,17
0.02,0,15,43,19
0.33,0,11.8,43,16
0.73,0,5.9,46,33
0,0,5.9,46,35
0,0,5.9,42,27
0.05,2.3,5.1,27,18
0.09,2.8,7.1,22,16
0,0.4,5.9,19,3
0.03,2.3,5.1,22,4
0.03,2.1,9.1,15,4
0,0,7.1,35,5
0.18,3.7,7.1,29,10
0.01,0.5,9.8,12,4
0,0.3,9.1,19,4
0,0.4,9.1,23,0
0,0,9.1,26,-8
0,0,7.9,42,8
0,0,7.1,37,21
0,0,7.1,30,21
0,0,5.9,43,26
0,0,3.9,50,36
1.31,12.1,2,39,11
0.05,1.5,14.2,17,7
0,0,11.8,48,16
0.06,0.2,9.1,46,22
0,0,7.1,23,9
0,0,7.1,26,4
0,0,5.9,41,11
0.01,0,5.1,46,27
0.03,1,2,41,30
0.01,0.3,2,35,22
0,0,1.2,42,24
0,0.6,1.2,31,18
0,0.4,1.2,25,13
0,0.2,0,38,15
0,0.4,0,25,17
0.02,0.1,0,41,14
0.27,0,0,52,33
1.16,0,0,41,32
0.37,0,0,36,30
0,0,0,45,28
0,0,0,58,25
0,0,0,53,31
0,0,0,44,25
0.32,0,0,49,35
0.03,0.1,0,44,32
0,0,0,51,25
1.04,0,0,51,28
0.17,0,0,56,34
0,0,0,47,33
0,0,0,69,30
0.07,0,0,60,39
0,0,0,67,34
0.05,0,0,83,46
0.34,0,0,79,53
0.58,0,0,64,27
0,0.3,0,37,22
0,0,0,56,23
0.02,0,0,61,34
0,0,0,53,36
0,0,0,68,29
0,0,0,77,45
0.13,0,0,63,45
0.11,0,0,45,38
0,0,0,51,33
0.22,0,0,68,33
0.11,0,0,52,41
0.01,0,0,52,39
0,0,0,62,33
0.43,0,0,55,45
1.01,0,0,51,41
0.09,0,0,62,46
0,0,0,59,49
0.04,0,0,62,49
0.04,0,0,54,43
0,0,0,57,40
0,0,0,59,42
0,0,0,64,36
0.09,0,0,75,45
0.5,0,0,84,52
0.45,0,0,75,55
0,0,0,72,49
0,0,0,84,50
0.51,0,0,82,63
0.27,0,0,85,60
0.3,0,0,85,66
1.14,0,0,69,42
0,0,0,57,40
0.03,0,0,60,39
0,0,0,69,37
0,0,0,74,42
0,0,0,75,53
0.04,0,0,74,58
0.21,0,0,59,51
0,0,0,71,53
0,0,0,77,46
0,0,0,85,64
0,0,0,86,68
0,0,0,70,55
0,0,0,68,54
0,0,0,74,49
0,0,0,74,46
0,0,0,81,48
0.04,0,0,90,62
0.1,0,0,85,62
0,0,0,73,52
0,0,0,69,52
0,0,0,72,54
0,0,0,82,52
0.36,0,0,86,51
0.01,0,0,71,64
0,0,0,79,62
0.08,0,0,72,65
0.07,0,0,72,65
0.38,0,0,82,61
0,0,0,63,50
0,0,0,73,53
0,0,0,85,49
0.24,0,0,90,63
0,0,0,76,65
0,0,0,77,56
0,0,0,72,50
0,0,0,78,50
0,0,0,81,52
0,0,0,86,53
0.66,0,0,87,69
0.77,0,0,76,64
0,0,0,80,63
0,0,0,84,58
0,0,0,86,59
0.03,0,0,90,65
0,0,0,89,73
0,0,0,94,73
0.29,0,0,89,72
0.2,0,0,81,64
0.05,0,0,74,60
0,0,0,81,56
0,0,0,84,61
0.32,0,0,83,68
0.31,0,0,88,71
0.5,0,0,78,63
0,0,0,77,56
0,0,0,82,52
0,0,0,89,60
0.02,0,0,82,68
0.05,0,0,84,67
0.05,0,0,82,64
0,0,0,75,59
0.05,0,0,72,57
0,0,0,78,54
0,0,0,82,56
0,0,0,83,66
0,0,0,89,65
0,0,0,91,65
0.19,0,0,89,67
0,0,0,72,59
0,0,0,80,56
0,0,0,82,59
0.67,0,0,82,67
2.16,0,0,71,57
0,0,0,74,53
0.2,0,0,79,52
0.12,0,0,79,54
0,0,0,86,56
0.05,0,0,85,64
0.46,0,0,82,62
0,0,0,83,65
0,0,0,81,63
0,0,0,79,64
0,0,0,78,61
0,0,0,79,57
0,0,0,83,57
0,0,0,84,57
0,0,0,86,61
0.85,0,0,74,66
0.63,0,0,78,60
0.02,0,0,70,56
0.03,0,0,68,54
0.42,0,0,76,55
0.01,0,0,72,59
0,0,0,73,53
0,0,0,80,49
0.19,0,0,83,61
0.83,0,0,78,64
0,0,0,77,63
0,0,0,73,61
0,0,0,81,57
0,0,0,84,58
0,0,0,85,58
0,0,0,80,63
0,0,0,72,59
0,0,0,76,52
0,0,0,84,58
0.25,0,0,80,69
0,0,0,87,66
0.52,0,0,87,65
0,0,0,80,62
0,0,0,86,59
0,0,0,90,66
0.01,0,0,78,61
0,0,0,74,53
0,0,0,79,50
0,0,0,77,55
0,0,0,79,62
0.23,0,0,76,57
0.02,0,0,61,46
0.36,0,0,66,43
0,0,0,64,44
0.09,0,0,70,45
0.18,0,0,68,50
0,0,0,70,47
0,0,0,64,42
0,0,0,64,37
0,0,0,76,56
0.19,0,0,80,62
0,0,0,62,49
0,0,0,70,46
0,0,0,77,48
0,0,0,71,49
0,0,0,77,49
0,0,0,80,51
0,0,0,81,51
0,0,0,81,52
0,0,0,77,53
0,0,0,75,55
0,0,0,75,51
0.03,0,0,75,54
0.57,0,0,64,44
0,0,0,56,39
0,0,0,70,40
0.07,0,0,71,57
0.57,0,0,65,51
0,0,0,63,45
0,0,0,60,41
0,0,0,60,39
0,0,0,61,33
0,0,0,71,40
0,0,0,81,64
0.65,0,0,75,65
1.16,0,0,75,53
0,0,0,69,52
0.16,0,0,60,45
0.05,0,0,45,37
0.08,0,0,56,37
0.14,0,0,53,48
0.05,0,0,56,44
0.01,0,0,54,44
0,0,0,62,46
0.03,0,0,66,46
0.49,0,0,54,45
0,0,0,59,44
0.39,0,0,78,48
0,0,0,63,49
0.09,0,0,49,40
0,0,0,51,36
0.07,0,0,47,39
0,0,0,45,35
0,0,0,59,40
0,0,0,69,51
0.03,0,0,60,38
0.41,0,0,49,37
0.16,0,0,42,34
0,0,0,47,34
0,0,0,49,39
0,0,0,57,42
0,0,0,66,47
0.05,0,0,62,37
0.06,0.2,0,39,32
0.12,2.4,0,37,28
0,0.1,2,37,23
0,0,0,41,32
0.62,0.2,0,39,33
0,0,0,33,22
0,0.1,0,31,19
0.01,0.8,1.2,33,26
0,0.6,0,32,22
0.12,0,0,46,22
0.07,0,0,55,45
0.16,0,0,72,47
0,0,0,50,37
0.26,2.6,0,37,28
0.07,1.7,3.1,30,24
0.09,2.3,3.9,27,23
0,0,5.1,38,22
0,0,3.1,58,37
0.05,0,0,58,29
0.14,1.4,0,34,19
0.1,0,0,45,33
0,0,0,34,21
0,0,0,35,20
0.46,0,0,36,29
0,0,0,30,19
0,0,0,33,18
0.15,0.1,0,37,26
0.79,11.8,3.1,32,28
0.14,2.5,13,28,25
0,0,11.8,29,24
0,0,11,33,22
0.03,0,9.8,35,31
0,0,5.9,36,32
0.21,0,5.1,42,33
0.07,0.1,2,41,32
0.02,0.5,1.2,32,29
0,0.2,0,29,24
0,0,0,28,21
0,0,0,31,24
0.02,0,0,40,29
0.2,0,0,41,33
0.43,0,0,52,36
0.01,0,0,59,40
0,0,0,46,29
0,0,0,54,27
0.19,0,0,54,34
0.01,0.5,0,34,23
0,0.4,1.2,25,15
0,0,0,25,18
0.01,0.6,1.2,34,20
0.03,2.2,0,31,15
0.97,0.3,2,40,15
0.03,0,0,55,33
0.01,0.4,0,33,10
0,0.2,0,18,10
0.03,1.8,0,16,-4
0,0.5,2,17,-8
0.01,0.7,2,22,13
0,0,2,16,7
0,0,2,33,11
0.2,2.6,3.1,34,12
0,0,3.9,12,-7
0,0,3.1,20,-11
0,0,3.1,28,-5
0.02,1.9,3.1,29,8
0,0,3.1,28,-6
0.02,0,3.1,41,26
0.01,0.2,2,34,24
0,0.6,2,24,5
0,0.1,2,22,-2
0.01,0.3,2,26,18
0,0,2,31,20
0,0.2,2,32,19
0,0,2,31,5
0.05,1.2,2,18,3
0,0,3.1,14,4
0,0,2,22,0
0.09,1.1,2,35,0
0.11,3.3,3.9,27,5
0,0.1,5.1,15,-7
0.06,1.2,5.1,24,11
0.34,8.8,11,14,1
0,0.4,14.2,22,-2
0.17,2.9,13,32,14
